"PotID","Week.dates","measurement.week","Treatment","Season","respiration.measurement.date","seasonal.respiration","CO2flux","CH4flux","mgCH4","averageTemp","MeanSoilMoisture","MEANpH","meanGCC","canopyheight","EvapotranspirationRate","graminoid.cover","shrub.cover","forb.cover","bryophyte.cover","Cover","Diff_height","Rate_change_percent"
6,"May 28 - June 4",0,"Extended","Summer","11-Jun",NA,NA,NA,NA,10,8.2,7.5,0.316574328,NA,1.4,0.05,0.1,0.08,0.08,0.31,NA,NA
6,"June 4 - June 11",1,"Extended","Summer","11-Jun",NA,0.131653451,-4.66e-07,-0.000646,10,8.05,7.3,0.319450802,6.1,1.4,0.1,0.15,0.1,0.08,0.43,NA,NA
6,"June 11 - June 18",2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,8.75,7.3,0.322765119,11.8,1.6,0.15,0.18,0.12,0.05,0.5,5.7,93.4426229508197
6,"June 18 - June 25",3,"Extended","Summer","24-Jun",NA,1.730960434,-6.62e-08,-9.17e-05,10,8.7,6.95,0.323781592,12.8,1.6,0.2,0.2,0.15,0.05,0.6,1,8.47457627118644
6,"June 25 - July 2",4,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,9.6,7.05,0.326203841,14.8,1.4,0.22,0.21,0.17,0.05,0.65,2,15.625
6,"July 2 - July 10",5,"Extended","Heatwave","11-Jul",NA,NA,NA,NA,10,8.45,7.2,0.3331619,15.4,1,0.25,0.23,0.2,0.02,0.7,0.6,4.05405405405405
6,"July 10 - July 16",6,"Extended","Heatwave","11-Jul",NA,2.30280469,1.6e-08,2.22e-05,10,9.55,7.05,0.338585893,16.2,1.2,0.27,0.23,0.22,0.02,0.74,0.799999999999999,5.19480519480519
6,"July 16 - July 23",7,"Extended","Autumn warm","24-Jul",NA,NA,NA,NA,10,9.2,6.6,0.337549918,15.9,0.6,0.28,0.2,0.23,0.01,0.72,-0.299999999999999,-1.85185185185185
6,"July 23 - July 30",8,"Extended","Autumn warm","24-Jul",NA,1.60467809,-2.2e-09,-3.05e-06,10,10,6.55,0.344182222,15.9,0.6,0.3,0.18,0.25,0.01,0.74,0,0
6,"July 30 - August 6",9,"Extended","Autumn warm","07-Aug",NA,NA,NA,NA,10,9.7,6.9,0.342055031,15.7,1,0.25,0.16,0.27,0,0.68,-0.200000000000001,-1.25786163522013
6,"August 6 - August 13",10,"Extended","Autumn cold","07-Aug",NA,1.090188356,-1.11e-08,-1.54e-05,2.5,9.9,7.1,0.337443025,16.7,1.4,0.23,0.12,0.28,0,0.63,1,6.36942675159236
6,"August 13 - August 20",11,"Extended","Autumn cold","21-Aug",NA,NA,NA,NA,0.5,9.05,7,0.336623035,16.4,1.4,0.23,0.16,0.28,0,0.67,-0.300000000000001,-1.79640718562875
6,"August 20 - August 27",12,"Extended","Autumn cold","21-Aug",NA,0.563511274,1.85e-08,2.56e-05,-1.5,8.3,7.15,0.328969006,14,NA,0.1,0.16,0.28,0,0.54,-2.4,-14.6341463414634
7,"May 13 2025 - May 21 2025",-2,"Extended","Summer","11-Jun",NA,NA,NA,NA,10,5.6,7.4,0.308340725,NA,1.4,0.08,0,0,0.03,0.11,NA,NA
7,"May 21 2025 - May 28 2025",-1,"Extended","Summer","11-Jun",NA,NA,NA,NA,10,6.4,7.25,0.313810699,NA,1.4,0.16,0.02,0,0.02,0.2,NA,NA
7,"May 28 - June 4",0,"Extended","Summer","11-Jun",NA,NA,NA,NA,10,7.2,7.45,0.316940019,NA,1.6,0.2,0.05,0,0.01,0.26,NA,NA
7,"June 4 - June 11",1,"Extended","Summer","11-Jun",NA,1.430385445,-1.3e-07,-0.000181,10,8.4,7.05,0.323338785,21.2,1.6,0.25,0.08,0,0.03,0.36,NA,NA
7,"June 11 - June 18",2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,7.7,7.1,0.326311135,42.4,1.6,0.45,0.12,0,0.02,0.59,21.2,100
7,"June 18 - June 25",3,"Extended","Summer","24-Jun",NA,3.361655897,-4.01e-08,-5.56e-05,10,7.95,6.9,0.331512031,NA,1.8,0.5,0.15,0.01,0.02,0.68,NA,NA
7,"June 25 - July 2",4,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,8.25,6.9,0.334023546,46.4,1.8,0.55,0.16,0.03,0.02,0.76,NA,NA
7,"July 2 - July 10",5,"Extended","Heatwave","11-Jul",NA,NA,NA,NA,10,8.7,6.85,0.338005098,53,2,0.57,0.17,0.03,0.01,0.78,6.6,14.2241379310345
7,"July 10 - July 16",6,"Extended","Heatwave","11-Jul",NA,3.663465737,3.87e-08,5.37e-05,10,7.6,7.1,0.346132813,53.2,1.4,0.65,0.18,0.02,0.01,0.86,0.200000000000003,0.377358490566043
7,"July 16 -  July 23",7,"Extended","Autumn warm","24-Jul",NA,NA,NA,NA,10,7.1,6.85,0.342887292,52.3,1.6,0.6,0.19,0.01,0.01,0.81,-0.900000000000006,-1.69172932330828
7,"July 23 - July 30",8,"Extended","Autumn warm","24-Jul",NA,3.242930768,-8.28e-09,-1.15e-05,10,9.45,7.05,0.345773087,49.7,1.6,0.68,0.19,0,0,0.87,-2.59999999999999,-4.97131931166347
7,"July 30 - August 6",9,"Extended","Autumn warm","07-Aug",NA,NA,NA,NA,10,4.9,7.45,0.346340537,48.6,1.4,0.75,0.12,0.01,0,0.88,-1.1,-2.21327967806841
7,"August 6 - August 13",10,"Extended","Autumn cold","07-Aug",NA,1.948602917,4.97e-09,6.89e-06,2.5,5.4,7.45,0.343846052,49.6,1.2,0.8,0.13,0.02,0,0.95,1,2.05761316872428
7,"August 13 - August 20",11,"Extended","Autumn cold","21-Aug",NA,NA,NA,NA,0.5,6,7.35,0.341550589,36.9,1,0.8,0.13,0.02,0,0.95,-12.7,-25.6048387096774
7,"August 20 - August 27",12,"Extended","Autumn cold","21-Aug",NA,0.607430114,-1.34e-08,-1.86e-05,-1.5,4.5,7.6,0.333092339,40.1,NA,0.8,0.13,0.02,0,0.95,3.2,8.67208672086722
8,"May 13 2025 - May 21 2025",-2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,7,7.4,0.307968806,NA,1.6,0.01,0.03,0,0.11,0.15,NA,NA
8,"May 21 2025 - May 28 2025",-1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,5.3,7.4,0.314486943,NA,1.4,0.05,0.05,0,0.12,0.22,NA,NA
8,"May 28 - June 4",0,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,6.8,7.35,0.318458284,NA,1.6,0.1,0.07,0,0.1,0.27,NA,NA
8,"June 4 - June 11",1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,7.35,7,0.322683911,22.5,1.8,0.2,0.18,0.01,0.08,0.47,NA,NA
8,"June 11 - June 18",2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,9.15,7.05,0.327453281,29.7,1.6,0.25,0.2,0.03,0.07,0.55,7.2,32
8,"June 18 - June 25",3,"Extended","Summer","24-Jun",NA,1.413891423,-1.75e-09,-2.43e-06,10,7.5,7,0.328703917,46.7,1.6,0.35,0.22,0.07,0.05,0.69,17,57.2390572390573
8,"June 25 - July 2",4,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,8.25,7.2,0.331920765,39.7,1.6,0.45,0.22,0.1,0.04,0.81,-7,-14.9892933618844
8,"July 2 - July 10",5,"Extended","Heatwave","11-Jul",NA,NA,NA,NA,10,7.65,7.2,0.344953764,40.3,1.6,0.6,0.18,0.13,0.03,0.94,0.599999999999994,1.51133501259444
8,"July 10 - July 16",6,"Extended","Heatwave","11-Jul",NA,2.516545038,-1.82e-08,-2.52e-05,10,8.15,6.9,0.352657121,41.1,1.4,0.7,0.1,0.15,0.02,0.97,0.800000000000004,1.98511166253103
8,"July 16 - July 23",7,"Extended","Autumn warm","24-Jul",NA,NA,NA,NA,10,8.9,6.8,0.35645522,41.1,0.6,0.75,0.08,0.1,0.01,0.94,0,0
8,"July 23 - July 30",8,"Extended","Autumn warm","24-Jul",NA,1.682318783,-3.25e-08,-4.5e-05,10,10,6.5,0.364375017,40.9,0.6,0.8,0.03,0.1,0.01,0.94,-0.200000000000003,-0.486618004866187
8,"July 30 - August 6",9,"Extended","Autumn warm","07-Aug",NA,NA,NA,NA,10,9.3,7,0.368294171,29.1,1.2,0.85,0.02,0.1,0.01,0.98,-11.8,-28.8508557457213
8,"August 6 - August 13",10,"Extended","Autumn cold","07-Aug",NA,1.599779465,-3.86e-08,-5.35e-05,2.5,9,7.25,0.370019894,29.2,1.2,0.85,0.02,0.08,0.01,0.96,0.0999999999999979,0.343642611683841
8,"August 13 - August 20",11,"Extended","Autumn cold","21-Aug",NA,NA,NA,NA,0.5,9.55,7.05,0.368380852,27.7,0.8,0.85,0.02,0.08,0.01,0.96,-1.5,-5.13698630136986
8,"August 20 - August 27",12,"Extended","Autumn cold","21-Aug",NA,0.968469101,8.52e-09,1.18e-05,-1.5,7.85,7.2,0.354750395,29,NA,0.8,0.01,0.05,0.01,0.87,1.3,4.69314079422383
9,"May 13 2025 - May 21 2025",1,"Control","Summer","24-Jun",NA,NA,NA,NA,10,3.6,7.65,0.305527147,NA,1.6,0.01,0,0.01,0.01,0.03,NA,NA
9,"May 21 2025 - May 28 2025",2,"Control","Summer","24-Jun",NA,NA,NA,NA,10,5.25,7.45,0.311103419,NA,1.4,0.03,0.01,0.06,0.02,0.12,NA,NA
9,"May 28 - June 4",3,"Control","Summer","24-Jun",NA,NA,NA,NA,10,4.8,7.65,0.312749024,NA,1.6,0.04,0.03,0.08,0.03,0.18,NA,NA
9,"June 4 - June 11",4,"Control","Summer","24-Jun",NA,NA,NA,NA,10,7.45,7.25,0.315431656,5.7,1.6,0.08,0.06,0.12,0.01,0.27,NA,NA
9,"June 11 - June 18",5,"Control","Heatwave","24-Jun",NA,NA,NA,NA,10,7.3,7.05,0.317249472,6.2,1.6,0.1,0.08,0.15,0.01,0.34,0.5,8.7719298245614
9,"June 18 - June 25",6,"Control","Heatwave","24-Jun",NA,1.413053126,4.77e-08,6.61e-05,10,7.5,7.2,0.319605794,7.2,1.6,0.15,0.09,0.2,0.01,0.45,1,16.1290322580645
9,"June 25 - July 2",7,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.3,7.25,0.323335594,10.5,0.8,0.18,0.12,0.22,0.01,0.53,3.3,45.8333333333333
9,"July 2 - July 10",8,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.4,7.35,0.323080556,11.2,1.6,0.28,0.12,0.22,0.01,0.63,0.699999999999999,6.66666666666666
9,"July 10 - July 16",9,"Control","Autumn warm","11-Jul",NA,1.226803153,-5.52e-08,-7.65e-05,4.75,9,7.25,0.352657121,11.3,0.8,0.32,0.12,0.25,0.01,0.7,0.100000000000001,0.892857142857156
9,"July 16 - July 23",10,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,9,6.9,0.322501925,11.8,1,0.35,0.1,0.25,0.01,0.71,0.5,4.42477876106195
9,"July 23 - July 30",11,"Control","Autumn cold","24-Jul",NA,0.996856085,1.64e-08,2.27e-05,0.5,9.45,7.05,0.323664046,11.6,1,0.35,0.1,0.25,0.01,0.71,-0.200000000000001,-1.6949152542373
9,"July 30 - August 6",12,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,8.6,7.2,0.31959723,11.4,NA,0.3,0.08,0.25,0.01,0.64,-0.199999999999999,-1.72413793103448
10,"May 13 2025 - May 21 2025",-2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,2.65,7.7,0.304566901,NA,1.8,0,0.03,0,0.03,0.06,NA,NA
10,"May 21 2025 - May 28 2025",-1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,5.3,7.5,0.309940538,NA,1.4,0,0.07,0.04,0.05,0.16,NA,NA
10,"May 28 - June 4",0,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,4.15,7.8,0.315496422,NA,1.6,0.02,0.15,0.08,0.06,0.31,NA,NA
10,"June 4 - June 11",1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,7.95,7.4,0.316267606,4.5,1.6,0.05,0.2,0.12,0.07,0.44,NA,NA
10,"June 11 - June 18",2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,7.95,7.1,0.318261978,9.1,1.6,0.07,0.21,0.14,0.07,0.49,4.6,102.222222222222
10,"June 18 - June 25",3,"Extended","Summer","24-Jun",NA,1.239449714,1.58e-08,2.19e-05,10,6.85,7.05,0.318746807,13,1.8,0.09,0.2,0.15,0.07,0.51,3.9,42.8571428571429
10,"June 25 - July 2",4,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,8.45,7.5,0.322312083,13.1,1.6,0.08,0.12,0.2,0.05,0.45,0.0999999999999996,0.769230769230766
10,"July 2 - July 10",5,"Extended","Heatwave","11-Jul",NA,NA,NA,NA,10,8.1,7,0.330183526,16,1.8,0.1,0.08,0.25,0.03,0.46,2.9,22.1374045801527
10,"July 10 - July 16",6,"Extended","Heatwave","11-Jul",NA,1.906209555,-4.54e-08,-6.29e-05,10,8.15,7.65,0.332302981,26,1.4,0.12,0.05,0.28,0.02,0.47,10,62.5
10,"July 16 -  July 23",7,"Extended","Autumn warm","24-Jul",NA,NA,NA,NA,10,8.7,6.65,0.333989681,27.7,1.6,0.18,0.05,0.29,0.01,0.53,1.7,6.53846153846154
10,"July 23 - July 30",8,"Extended","Autumn warm","24-Jul",NA,1.511597975,1.95e-09,2.71e-06,10,9,6.9,0.337685564,30.7,1.6,0.21,0.05,0.31,0.01,0.58,3,10.8303249097473
10,"July 30 - August 6",9,"Extended","Autumn warm","07-Aug",NA,NA,NA,NA,10,6.9,7.1,0.345540651,30.2,1,0.25,0.05,0.35,0.01,0.66,-0.5,-1.62866449511401
10,"August 6 - August 13",10,"Extended","Autumn cold","07-Aug",NA,1.600802025,-2.67e-08,-3.7e-05,2.5,7.5,7.4,0.348646541,31.1,0.8,0.28,0.05,0.4,0.01,0.74,0.900000000000002,2.98013245033113
10,"August 13 - August 20",11,"Extended","Autumn cold","21-Aug",NA,NA,NA,NA,0.5,8.05,7.05,0.348043263,31.1,1,0.29,0.05,0.41,0.01,0.76,0,0
10,"August 20 - August 27",12,"Extended","Autumn cold","21-Aug",NA,0.493529233,-9.53e-10,-1.32e-06,-1.5,6.1,7.25,0.341765185,31,NA,0.28,0.05,0.4,0.01,0.74,-0.100000000000001,-0.321543408360133
